FEN,Moves
r3r1k1/pp1q1pp1/7p/n2p1b2/2pP4/2P5/PPQN1PPP/R3RBK1 w - - 2 19,"[None, 'e1e8']"
r3r1k1/pp3pp1/6qp/n2p1b2/2pP4/1PP5/P2N1PPP/R2QRBK1 w - - 1 21,"[None, 'b3c4', 'e8e1', 'd1e1', 'a5c4', 'd2c4']"
r3r1k1/pp3pp1/6qp/3p1b2/2nP4/2P5/P2N1PPP/R2QRBK1 w - - 0 22,"[None, 'e1e8', 'a8e8', 'd2c4']"
2r1r1k1/pp3pp1/6qp/5b2/2BP4/2P5/P4PPP/R2QR1K1 w - - 1 24,"[None, 'e1e8']"
2r3k1/1pr2pp1/p5qp/2PP4/P7/1Q3P2/6PP/2R1R1K1 b - - 0 36,"[None, 'c7c5', 'c1c5']"
2r3k1/1p3pp1/p5qp/2rP4/P7/1Q3P2/6PP/2R1R1K1 w - - 0 37,"[None, 'c1c5']"
6k1/5pp1/p2q3p/1pr5/P7/5P2/6PP/1Q2R1K1 w - - 0 40,"[None, 'e1e8', 'd6f8', 'e8f8', 'g8f8', 'b1b4', 'b5a4', 'b4c5', 'f8e8']"
4Rqk1/5pp1/p6p/1pr5/P7/5P2/6PP/1Q4K1 w - - 2 41,"[None, 'e8f8', 'g8f8']"
5k2/5pp1/p6p/1pr5/P7/5P2/6PP/1Q4K1 w - - 0 42,"[None, 'b1b4', 'f8g8', 'b4c5', 'b5a4']"
6k1/6p1/6rp/4KQ2/8/5P2/6PP/8 w - - 3 57,"[None, 'f5g6', 'g8f8', 'e5e6', 'f8g8']"
r2qk2r/pbp2ppp/1pnbpn2/8/2BPP3/P1N2N2/1P3PPP/R1BQ1RK1 w kq - 1 10,"[None, 'e4e5', 'e8g8', 'e5f6']"
r2qk2r/pbp2ppp/1p1bpn2/4P3/2Bn4/P1N2N2/1P3PPP/R1BQ1RK1 w kq - 0 11,"[None, 'd1d4', 'b7f3', 'g2f3', 'e8g8']"
r3k2r/1b3ppp/ppq1p3/2p4n/2B2b2/PNN1BP2/1PQ3PP/2R2RK1 w kq - 3 19,"[None, 'e3f4']"
r3k2r/1b3ppp/p3p3/1pq5/2pNNn2/P4P2/1PQ1B1PP/2R2RK1 w kq - 2 23,"[None, 'e4c5', 'f4e2', 'c2e2', 'b7d5']"
2kr3r/1b3ppp/p3p3/1pq5/2pNNn2/P4P2/1PQ1B1PP/3R1RK1 w - - 4 24,"[None, 'e4c5', 'd8d5', 'c5b7', 'f4e2', 'd4e2', 'c8b7']"
b1k4r/5p1p/p3p3/1pN3p1/3r1n2/P1Q2PP1/1P2B2P/3R1RK1 w - - 0 28,"[None, 'c5e6', 'c8d7', 'c3d4', 'a8d5']"
8/5p2/4p2p/3n2pK/8/1k3PP1/2r4P/8 b - - 1 46,"[None, 'c2h2', 'h5g4']"
r2q1rk1/ppp2ppp/2npbn2/4p3/2PbP3/2NP2PP/PP2NPB1/R1BQK2R w KQ - 3 9,"[None, 'e2d4']"
r2q1rk1/ppp2ppp/2npb3/2n1p3/1PP1P3/2bP2PP/P3NPBK/R1BQ1R2 w - - 0 12,"[None, 'e2c3']"
1r1q1rk1/p2n1ppp/3p4/2p2b2/2PpP3/3P2PP/P3N1BK/R2Q1R2 w - - 0 20,"[None, 'e4f5', 'b8b2']"
1r3rk1/p4ppp/3p1n2/q1p2R2/2PpPN2/3P2PP/P5BK/R2Q4 w - - 3 22,"[None, 'f5f6']"
1r3rk1/p4ppp/3p4/q1pn1R2/2PpP3/3P2PP/P5BK/R2Q4 w - - 0 23,"[None, 'f5d5', 'b8b2']"
1r1r2k1/p4ppp/3p4/2pR3Q/2PpP3/2qP2PP/P5BK/5R2 b - - 4 25,"[None, 'c3d3', 'h5f7', 'g8h8', 'e4e5', 'd3c4', 'e5d6', 'c4a2', 'd6d7', 'a2d5', 'g2d5']"
1r1r3k/p4Qpp/3p4/2pR4/2PpP3/3q2PP/P5BK/5R2 w - - 1 27,"[None, 'd5d6', 'd3f1', 'd6d8', 'b8d8', 'g2f1', 'a7a5']"
1r4rk/p3QR2/3p3p/2p5/2PpP3/3q2PP/P5BK/8 b - - 5 32,"[None, 'd3g3', 'h2g1', 'g3g2']"
1r4rk/p3QR2/3p3p/2p5/2PpP3/6qP/P5B1/6K1 b - - 1 33,"[None, 'g3g2']"
r2qkb1r/ppp2ppp/2n2n2/4p3/8/2NP1P1b/PPP1B1PP/R1BQK2R w KQkq - 0 8,"[None, 'g2h3', 'f8c5']"
r2q1rk1/ppp2ppp/2n2n2/4p3/4N3/3P1P1P/PPPbB2P/R2QK2R w KQ - 0 11,"[None, 'd1d2', 'd8e7', 'e4f6', 'e7f6']"
3r1rk1/1p3ppp/p7/2p1p3/2Pn1nRq/3P1P1P/PP1Q1N1P/3RKB2 b - - 3 20,"[None, 'd4f3']"
3r1rk1/1p3ppp/p7/2p1p3/2Pn1nq1/3P1P1P/PP1Q1N1P/3RKB2 w - - 0 21,"[None, 'f2g4', 'd4f3']"
3r1rk1/1p3ppp/p7/2p1p3/2Pn1nP1/3P1P2/PP1Q1N1P/3RKB2 b - - 0 21,"[None, 'd4f3']"
rn1qk2r/1p3ppp/2p1p3/p2p1b2/PbPPn3/1PN1PN2/3Q1PPP/R1B1KB1R w KQkq - 5 10,"[None, 'c3e4', 'd5e4', 'd2b4']"
rnb1k1nr/3p1p1p/p4qp1/1p2p3/4P3/1Bb1B1N1/PPP2PPP/R2Q1RK1 w kq - 0 12,"[None, 'b2c3', 'c8b7', 'f2f4', 'b8c6', 'f4e5', 'f6e5', 'b3f7', 'e8d8', 'd1d2', 'd7d6']"
rnb1k1nr/3p1p2/p4qp1/1p1Qp3/4P2p/1BP1B1N1/P1P2PPP/R4RK1 w kq - 0 14,"[None, 'd5a8', 'f6d6']"
Qnb1k1nr/3p1p2/p4q2/1p2p1p1/4P3/1BP1B1P1/P1P3PP/R4RK1 w k - 0 16,"[None, 'a8b8', 'e8f8', 'f1f6', 'g8f6', 'b8e5', 'h8h6', 'e3g5', 'h6g6', 'g5f6', 'g6f6', 'e5f6', 'd7d5', 'b3d5', 'f8e8', 'f6f7', 'e8d8', 'd5c6', 'b5b4', 'a1d1', 'c8d7', 'f7d7']"
2Q3nr/3pkp2/p6q/1p2p1p1/4P3/1BP1B1P1/P1P3PP/R4RK1 w - - 1 18,"[None, 'f1f7', 'e7d6', 'f7d7']"
3k3r/3pnR2/8/1p1Bp1p1/4P3/2P1B1P1/P1P2KPq/1R6 w - - 2 23,"[None, 'e3g5', 'd8c7', 'g5e7', 'h2h6']"
3k3r/3pnR2/8/1p1Bp1Bq/4P3/2P3P1/P1P2KP1/1R6 w - - 1 24,"[None, 'g5e7', 'd8c8', 'b1b5', 'h5h6']"
7r/3pB3/6q1/k2BpR2/1R2P3/2P3P1/P1P2KP1/8 w - - 7 30,"[None, 'f5e5', 'g6b6', 'b4b6', 'a5b6']"
7r/4B3/3p2q1/k2B2R1/1R2P3/2P3P1/P1P2KP1/8 b - - 1 31,"[None, 'g6g5', 'e7g5']"
7r/4B3/k2pB2q/6R1/1R2P3/2P3P1/P1P2KP1/8 w - - 4 33,"[None, 'e6c4', 'a6a7', 'g5a5']"
rnbqkb1r/pp2pppp/5n2/3p4/3p1B2/2N2P2/PPP1P1PP/R2QKBNR w KQkq - 0 5,"[None, 'f4b8']"
r1bqk2r/pp2bppp/2n2n2/4p1B1/3p4/2N2P2/PPPQP1PP/2KR1BNR w kq - 2 9,"[None, 'g5f6']"
r1bq1rk1/pp3ppp/2n5/4p1b1/3pN3/4PP2/PPPQ2PP/2KR1BNR w - - 1 12,"[None, 'e4g5']"
r1b2rk1/pp3ppp/2n5/4p3/3P4/5P2/PPPq2PP/2KR1BNR w - - 0 14,"[None, 'd1d2', 'c6d4']"
r4rk1/pp3ppp/8/4pb2/3n4/5P2/PPPRN1PP/2K2B1R w - - 2 16,"[None, 'e2d4']"
r4rk1/pp3ppp/8/5b2/3p4/5P2/PPPR2PP/2K2B1R w - - 0 17,"[None, 'd2d4', 'a8d8', 'd4d8']"
3r1rk1/pp3ppp/8/5b2/3R4/5P2/PPP3PP/2K2B1R w - - 1 18,"[None, 'd4d8']"
3r2k1/pp3ppp/8/8/8/3b1P2/PPP3PP/2K4R w - - 0 20,"[None, 'h1d1', 'f7f5', 'd1d3', 'd8d3', 'c2d3', 'g8f7']"
8/6p1/p6p/1p5P/PP3k2/1K4rR/8/8 w - - 1 40,"[None, 'h3g3']"
r2qkbnr/2p2ppp/p7/np1B4/3P4/2N2b2/PPP2PPP/R1BQK2R w KQkq - 0 10,"[None, 'd1f3', 'd8e7']"
r2qkb1r/2p2ppp/p4n2/np1B4/3P4/2N2Q2/PPP2PPP/R1B1K2R w KQkq - 1 11,"[None, 'd5a8', 'f8b4']"
r2qkb1r/2p2ppp/p1n2n2/1p1p4/3P4/1BN2Q2/PPP2PPP/R1B1K2R w KQkq - 2 10,"[None, 'c3d5', 'c6d4', 'd5c7', 'e8d7', 'f3a8', 'f8b4']"
r2qk2r/2p2ppp/p1n2n2/1p1p4/1b1P4/1BN2Q2/PPP2PPP/R1B2RK1 w kq - 4 11,"[None, 'c3d5', 'e8g8', 'd5f6', 'd8f6', 'f3f6']"
r2qk2r/2p2ppp/p1n2n2/1p1p4/3P4/1Bb2Q2/PPPB1PPP/R4RK1 w kq - 0 12,"[None, 'f3c3', 'c6e7']"
r2qk2r/2p2ppp/p7/np1p4/3Pn3/1BB2Q2/PPP2PPP/R3R1K1 w kq - 3 14,"[None, 'e1e4', 'e8f8', 'c3a5', 'a8c8']"
r2q1rk1/2p2ppp/p7/np1B4/3Pn3/2B2Q2/PPP2PPP/R3R1K1 w - - 1 15,"[None, 'd5e4', 'c7c6']"
r2qr1k1/2p2ppp/p7/np6/3PB3/2B2Q2/PPP2PPP/R3R1K1 w - - 1 16,"[None, 'e4a8', 'd8a8', 'f3a8', 'e8a8', 'c3a5', 'g7g6', 'a5c7', 'h7h6']"
rn1qk1nr/ppp2ppp/4p1b1/8/1bBPP3/2N2N2/PP3PPP/R1BQK2R w KQkq - 2 7,"[None, 'd1a4', 'b8c6', 'd4d5', 'b4c3', 'b2c3', 'a7a6', 'd5c6', 'b7b5', 'a4b4']"
rn1qk1nr/ppp2ppp/4p1b1/8/3PP3/2bB1N2/PP3PPP/R1BQK2R w KQkq - 0 8,"[None, 'b2c3', 'c7c5']"
r2qr1k1/ppp1nppp/2n1p3/4P3/3P4/B1Pb1N2/P1Q2PPP/R4RK1 w - - 0 13,"[None, 'c2d3', 'b7b6']"
r3r1k1/p1p2pp1/1p5p/3P4/8/8/Pn2NPPq/1R1R1K2 w - - 0 27,"[None, 'b1b2', 'e8e2', 'f1e2', 'h2e5']"
3r2k1/p4pp1/1p5p/2p5/8/8/q3RPP1/5K2 w - - 0 37,"[None, 'e2a2', 'd8d7']"
8/8/5k1p/1p3p2/p1p5/6r1/5KP1/8 w - - 0 55,"[None, 'f2g3', 'b5b4']"
2rqk2r/p4ppp/2p1p3/3p4/1b1P4/2N1nP2/PPPQ2PP/R3K2R w KQk - 0 13,"[None, 'd2e3', 'c6c5', 'd4c5', 'b4c5']"
2rq1rk1/p4ppp/4p3/2bp4/8/2N1QP2/PPP3PP/R4RK1 w - - 0 16,"[None, 'e3c5']"
2rq1rk1/p4ppp/4p3/3p4/N7/2P2P2/PP4PP/R4RK1 b - - 0 18,"[None, 'c8c3', 'a4c3']"
5rk1/p4pp1/4p2p/q2p4/N7/PPr2P2/6PP/R4RK1 w - - 0 21,"[None, 'a4c3', 'a5b6']"
1r4k1/p4pp1/4p2p/3p4/8/PP2qP2/6PP/1R2R2K b - - 5 24,"[None, 'e3e1', 'b1e1', 'b8b3', 'f3f4']"
1r4k1/p4pp1/4p2p/3p4/8/PP1q1P2/6PP/1R1R3K b - - 7 25,"[None, 'b8b3', 'b1a1', 'd3d1', 'a1d1']"
rn1q1rk1/pp3ppp/3bpn2/3pN2b/5P2/7P/PPPPB1P1/RNBQ1R1K w - - 4 10,"[None, 'e2h5', 'f6h5', 'd1h5', 'f7f6']"
rn1q1rk1/pp3ppp/3bp3/3pN2n/5P2/7P/PPPP2P1/RNBQ1R1K w - - 0 11,"[None, 'd1h5', 'f7f6']"
r2q1rk1/pp3ppp/2nbp3/3pN2Q/5P2/7P/PPPP2P1/RNB2R1K w - - 1 12,"[None, 'e5c6', 'd8c7']"
r2qkb1r/pp3ppp/2n1pn2/3p4/3P4/2N2b1P/PPP1BPP1/R1BQ1RK1 w kq - 0 9,"[None, 'e2f3', 'a8c8']"
r2q1rk1/1p2bppp/p1n1p3/3p4/3PnB2/N1P2B1P/PP3PP1/R2Q1RK1 w - - 4 14,"[None, 'f3e4']"
r2q1rk1/5ppp/p3p3/np6/3PpB2/b1P4P/PPQ2PP1/R3R1K1 w - - 0 18,"[None, 'b2a3', 'g7g5']"
r2r2k1/5ppp/p7/1p1Q4/2n2B2/2q4P/P3RPP1/4R1K1 w - - 0 26,"[None, 'd5d8', 'a8d8', 'e2e8', 'd8e8', 'e1e8']"
r1bq1rk1/ppp2pb1/4p1pp/3pPn2/2Pn1B2/2NB1N2/PP1Q1PPP/R3K2R w KQ - 0 11,"[None, 'f3d4', 'f5d4', 'f4h6', 'd5c4', 'h6g7']"
r1bq1rk1/ppp2pb1/4p1pp/3pP3/2Pn1B2/2NB4/PP1Q1PPP/R3K2R w KQ - 0 12,"[None, 'f4h6', 'd5c4', 'h6g7']"
r1bq1rk1/ppp3b1/4p1pp/3pP3/2Pn1B2/2N5/PP1Q1PPP/R3K2R w KQ - 0 13,"[None, 'd2d4', 'c7c5']"
r2Q4/pppb1kb1/4p2p/4P1p1/2r2P2/Pqp3P1/1P5P/1K4R1 w - - 0 26,"[None, 'd8d7', 'f7f8']"
Q7/pppb1kb1/4p2p/4P1p1/2r2P2/Pqp3P1/1P5P/1K4R1 b - - 0 26,"[None, 'b3b2']"
2rq1rk1/p1b3pp/2p1pnp1/3p4/3P1BPP/2P2P2/PP1NQ3/R3K2R w KQ - 0 17,"[None, 'f4c7']"
2rq1rk1/p5pp/2p1pnp1/3pb3/3P2PP/2P2P2/PP1NQ3/R3K2R w KQ - 0 18,"[None, 'e2e5', 'c8b8']"
2r2rk1/p2n2pp/1qpQp1p1/3p4/3P2PP/2P2P2/PP1N4/R3K2R w KQ - 3 20,"[None, 'd6d7', 'f8e8', 'd7d6']"
r4rk1/pp1bppbp/1q3np1/3p4/3nP3/2NB1N2/PP3PPP/R1BQ1RK1 w - - 0 12,"[None, 'e4d5', 'e7e6', 'f3d4']"
r4rk1/pp1bppbp/1q4p1/3n4/3nP3/3B1N2/PP3PPP/R1BQ1RK1 w - - 0 13,"[None, 'e4d5', 'e7e6']"
r4rk1/pp1bppbp/1q4p1/3P4/8/3B1n2/PP3PPP/R1BQ1RK1 w - - 0 14,"[None, 'd1f3', 'b6f6', 'f3f6', 'g7f6']"
r4rk1/pp1bpp1p/1q4p1/3P4/8/3B1Q2/Pb3PPP/R1B2RK1 w - - 0 15,"[None, 'a1b1', 'b2c1', 'b1b6', 'a7b6', 'f1c1', 'f8c8']"
r4rk1/pp1bpp1p/5qp1/3P4/8/3BBQ2/Pb3PPP/R4RK1 w - - 2 16,"[None, 'f3f6']"
3r1rk1/p3pp1p/1p3bp1/1B1P4/8/4B2P/P4PP1/1R1b2K1 w - - 0 21,"[None, 'b1d1', 'd8d6']"
3r2k1/3P1r1p/Bp2ppp1/4b3/P7/4B2P/5PP1/3R3K b - - 0 26,"[None, 'f7d7', 'd1d7']"
6k1/2B4p/r3ppp1/4b3/P7/7P/5PP1/7K w - - 0 30,"[None, 'c7e5']"
r1bqkb1r/ppp2ppp/2n1p3/2Pp2B1/3Pn3/P7/1P2PPPP/RN1QKBNR w KQkq - 1 6,"[None, 'g5d8', 'c6d8']"
rn1qkb1r/ppp1pppp/5n2/3p3b/3P1P2/3Q3P/PPP1P1P1/RNB1KBNR w KQkq - 1 5,"[None, 'g2g4', 'h5g6', 'f4f5', 'e7e5', 'f5g6', 'h7g6', 'd4e5', 'f6e4']"
rn1qkb1r/ppp1pppp/5n2/3p4/3P1Pb1/3Q3P/PPP1P3/RNB1KBNR w KQkq - 0 6,"[None, 'h3g4']"
1r1q1rk1/p4ppp/4p3/b2n2N1/3P1Pn1/2PQ1N2/PP6/R1B1KB1R w KQ - 1 19,"[None, 'd3h7']"
r2qk2r/p3p1bp/bp1p1p2/2pPn1p1/2P1P1n1/2NB1N2/PP1BQPP1/2KR3R w kq - 4 19,"[None, 'f3e5']"
r2q1b1r/p1k1p2p/1p1pQp2/1bpP2p1/2P1P3/1P6/P1KB1nP1/3R3R w - - 0 26,"[None, 'c4b5', 'f2h1', 'd1h1', 'd8d7', 'e6d7']"
r2q1b1r/p1k1p2p/1p1pQp2/1PpP2p1/4P3/1P6/P1KB2P1/3R3n w - - 0 27,"[None, 'd1h1', 'd8d7', 'e6d7', 'c7d7']"
r4b1r/p1kqp2p/1p1pQp2/1PpP2p1/4P3/1P6/P1KB2P1/7R w - - 1 28,"[None, 'e6d7']"
5b1r/3kp3/1p1p1p2/r1pP2p1/4P2p/1PK1B3/6P1/R7 w - - 2 36,"[None, 'a1a5']"
5b1r/3kp3/1p1p1p2/r1pP2p1/2K1P3/1P6/3B2P1/1R5q w - - 0 39,"[None, 'b1h1', 'h8h1', 'd2a5', 'b6a5']"
5b2/3kp3/1p1p1p2/r1pP2p1/2K1P3/1P6/3B2P1/7r w - - 0 40,"[None, 'd2a5']"
5b2/1K1kp3/3p1p2/2pP4/4P3/1P3rp1/8/8 b - - 1 47,"[None, 'f3b3', 'b7a8']"
5b2/1K1kp3/3p1p2/2pP4/4P3/1P3r2/8/6q1 b - - 1 49,"[None, 'f3b3', 'b7a6']"
r1b1k2r/pp1pppbp/4n1p1/q7/2P5/2N2Nn1/PP2PPPP/2RQKB1R w Kkq - 0 11,"[None, 'h2g3', 'g7c3', 'c1c3']"
r1b1k2r/pp1ppp1p/4n1p1/q7/2P5/2b2NP1/PP2P1PP/2RQKB1R w Kkq - 0 12,"[None, 'c1c3']"
r1b3k1/pp2ppqp/4n1p1/8/8/3rPNP1/2R3PP/2Q2RK1 w - - 0 20,"[None, 'c2c8', 'd3d8', 'c8a8', 'd8a8']"
2r3k1/pp2ppqp/4n1p1/8/8/3rPNP1/6PP/2Q2RK1 w - - 0 21,"[None, 'c1c8', 'e6d8']"
3q2k1/pQ2pp1p/6p1/2n1N3/8/3rP1P1/6PP/5RK1 w - - 3 24,"[None, 'b7a7', 'd3d1', 'a7c5', 'd1f1', 'g1f1', 'd8d1', 'f1f2', 'd1d2']"
6k1/p3pp1p/2Q3p1/2nqN3/8/3rP1P1/6PP/5RK1 w - - 5 25,"[None, 'c6e8', 'g8g7', 'f1f7', 'd5f7', 'e8f7', 'g7h6', 'f7f8', 'h6h5', 'g3g4', 'h5g5', 'f8f4', 'g5h4']"
2Qq2k1/p3pp1p/6p1/2n1N3/8/3rP1P1/6PP/5RK1 w - - 7 26,"[None, 'c8c5', 'd3d1']"
3q2k1/p3pp1p/6p1/4N3/8/2QrP1P1/6PP/5RK1 w - - 3 28,"[None, 'e5d3', 'd8e8']"
6k1/p6p/2q1pQp1/8/8/4P1P1/6PP/5RK1 w - - 0 32,"[None, 'f6f8']"
rnbqk1nr/ppp2ppp/4p3/3p4/2PP4/2b2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,"[None, 'b2c3', 'g8e7']"
rn1qk2r/2p2ppp/4p3/pp1b4/2pPn3/B1P1PN2/P1Q1BPPP/1R3RK1 w kq - 2 12,"[None, 'b1b5', 'e4d6', 'a3d6']"
r2qk2r/3n1ppp/2p1p3/pp1bN3/2pPn3/B1P1PB2/P1Q2PPP/1R3RK1 w kq - 2 14,"[None, 'f3e4', 'd7e5', 'd4e5', 'd5e4', 'c2e4', 'd8d5']"
r2qk2r/3n1ppp/2p1p3/pp2N3/2pPb3/B1P1P3/P1Q2PPP/1R3RK1 w kq - 0 15,"[None, 'c2e4', 'd7e5', 'e4e5', 'd8d5', 'e5g7', 'e8c8']"
r2qk2r/5ppp/2p1p3/pp2n3/2pPQ3/B1P1P3/P4PPP/1R3RK1 w kq - 0 16,"[None, 'e4e5', 'b5b4', 'e5g7', 'e8d7', 'c3b4', 'h8g8', 'g7f7', 'd8e7', 'f7e7', 'd7e7']"
r3k2r/6pp/1qp1p3/pp2Pp2/2p1Q3/B1P1P3/P4PPP/1R1R2K1 w kq f6 0 18,"[None, 'e5f6', 'c6c5', 'e4a8', 'e8f7', 'a8h8', 'e6e5', 'h8g7', 'f7e6', 'f6f7', 'b6d6', 'd1d6', 'e6d6', 'f7f8q', 'd6d5', 'f8c5', 'd5e6', 'c5e5']"
r4rk1/6pp/4R3/ppB1Pp2/2p1q2Q/2P1P3/P4PPP/1R4K1 w - - 1 22,"[None, 'h4e4', 'f5e4', 'c5f8', 'g8f8', 'b1b5', 'a8c8']"
1R2q3/5kpp/8/8/p1p1r3/7P/P4PP1/5RK1 w - - 0 34,"[None, 'b8e8', 'e4e8']"
r2qkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2b1P/PP2BPP1/RNBQK2R w KQkq - 0 8,"[None, 'e2f3', 'c5d4', 'c3d4', 'd8b6']"
r2q1rk1/pp3ppp/2n1p3/3pPn2/3P4/P1b1BB1P/1P3PP1/R2Q1RK1 w - - 0 14,"[None, 'b2c3', 'f5e3', 'f2e3', 'a8c8']"
r2q1rk1/pp3ppp/2n1p3/3pP3/3P4/P1P1nB1P/5PP1/R2Q1RK1 w - - 0 15,"[None, 'f2e3', 'a8c8']"
r2q1rk1/4bppp/p3pn2/2ppN3/Pn1P2b1/1P1B4/1B1N1PPP/RQ3RK1 w - - 0 15,"[None, 'e5g4']"
r6r/5Bk1/p2qpn2/2bp2N1/Pn6/1P6/5PPP/RQ3RK1 b - - 0 22,"[None, 'd6h2']"
rnbqk2r/2p2ppp/4p3/pP6/1bBPn3/2N1PN2/1P3PPP/R1BQ1RK1 w kq - 5 10,"[None, 'c3e4', 'c8b7']"
r1bq1rk1/2p3pp/2n1pp2/pP6/1bBPN3/4P3/1P3PPP/R1BQ1RK1 w - - 0 13,"[None, 'b5c6', 'a8a6']"
r1b1qrk1/2p3pp/2P1p3/pBb2p2/3P4/4P3/1P3PPP/R1BQ1RK1 w - - 0 16,"[None, 'd4c5', 'c8a6', 'b5a6', 'a8a6']"
r1b4k/2p1q1pp/2P5/2P1pp2/BP6/1Q2P3/1B3PPP/3r1RK1 w - - 0 22,"[None, 'f1d1', 'h7h6']"
5q1k/2r3pp/b1P5/2P1Bp2/BP3P2/1Q2P2P/6P1/6K1 w - - 0 28,"[None, 'e5c7', 'a6c8']"
2bq4/2P4k/6p1/2PBBp1p/1P3P2/4P2P/6PK/8 w - - 4 41,"[None, 'c7d8q', 'g6g5']"
2b5/2P4k/6p1/2P2p1p/3B1P2/2q1PB1P/6PK/8 w - - 2 44,"[None, 'd4c3', 'h5h4']"
8/1bP4k/6p1/2P2p1p/5P2/2B1PB1P/6PK/8 w - - 1 45,"[None, 'f3b7', 'h7g8']"
8/1BP5/6pk/2P2p1p/5P2/2B1P2P/6PK/8 w - - 1 46,"[None, 'c7c8q', 'g6g5']"
rn1qr1k1/4ppbp/1p1p1np1/pbpP4/2P1PB2/3B1N2/PP1Q1PPP/1K2R2R w - - 0 14,"[None, 'c4b5', 'b8d7']"
r2qr1k1/4ppbp/1p1p2p1/1PpPn2n/p3P2P/P2BBN2/1P1Q1PP1/1K2R2R w - - 1 18,"[None, 'f3e5']"
r3r1k1/3qp1np/1p1p2p1/1PpPb3/p3PPP1/P2BB3/1P1Q4/1K2R2R b - - 0 22,"[None, 'e5f4', 'e3f4', 'd7g4', 'h1g1', 'g4g1', 'e1g1']"
r7/3q1knr/1p1p1bp1/1PpPP3/p3P1P1/P2BB3/1P6/1K3R1R w - - 0 27,"[None, 'h1h7', 'f7g8']"
r5k1/3q2nr/1p1p1Rp1/1PpPP3/p3P1P1/P2BB3/1P6/1K5R w - - 1 28,"[None, 'h1h7']"
r7/6nk/1p3Rp1/1qpPp1B1/p3P1P1/P7/1P2B3/1K6 w - - 0 31,"[None, 'e2b5', 'a8h8']"
2kr1b1r/ppq2ppp/2n1pn2/2p5/P2P2b1/1PN1PN2/4BPPP/R1BQ1RK1 b - - 0 10,"[None, 'c5d4', 'c3b5', 'd4e3', 'b5c7', 'e3f2', 'g1f2']"
2kr1b1r/ppq2ppp/2n1pn2/2p5/P2P4/1PN1Pb2/4BPPP/R1BQ1RK1 w - - 0 11,"[None, 'e2f3']"
2kr1b1r/ppq2ppp/4pn2/8/P7/1PN1Bn2/5PPP/R2Q1RK1 w - - 0 14,"[None, 'd1f3', 'c7c6']"
3rk2r/pQ3ppp/3bpn2/1N6/Pq6/1P2B3/5PPP/2RR2K1 w - - 3 19,"[None, 'd1d6', 'f6d7']"
3r1k1r/p4ppp/2Qbpn2/1N6/Pq6/1P2B3/5PPP/2RR2K1 w - - 5 20,"[None, 'b5d6', 'h7h6']"
3r1k1r/p4p1p/2QNpnp1/2B5/P7/1q6/5PPP/2RR2K1 w - - 0 22,"[None, 'd6f5', 'f8g8', 'd1d8', 'f6e8', 'd8e8']"
3r3r/pN3pkp/2Q1pnp1/2B5/P7/1q6/5PPP/2RR2K1 w - - 2 23,"[None, 'b7d8', 'h8e8']"
7r/p6p/2Q1Nppk/3n4/P2B4/1q6/5PPP/2RR2K1 w - - 1 26,"[None, 'c6d5']"
7r/p6p/2Q1Np1k/3n2p1/P7/1q2B3/5PPP/2RR2K1 w - - 0 27,"[None, 'd1d5', 'h8g8', 'e6g5', 'b3d5', 'g5e4', 'g8g5', 'c6f6', 'h6h5', 'e3g5', 'd5e4', 'f6h6', 'h5g4', 'h2h3', 'g4f5', 'h6f6']"
7r/p6p/4Np1k/3Q2p1/P7/4B3/5PPP/2Rq2K1 w - - 0 28,"[None, 'c1d1', 'h6g6', 'g2g4', 'h7h5', 'e6g5', 'f6g5', 'd5g5', 'g6f7', 'd1d7', 'f7f8', 'g5d8']"
4r3/p6p/4Np1k/3Q2p1/P7/4B3/5PPP/3R2K1 w - - 1 29,"[None, 'e3g5', 'h6g6', 'e6f4', 'g6g7', 'd5d7', 'e8e7', 'd7e7', 'g7g8', 'd1d8']"
8/p6p/4rp1k/3Q2p1/P4N2/4B3/5PPP/3R2K1 w - - 3 30,"[None, 'd5e6', 'g5f4', 'e6f6', 'h6h5']"
rnbqk2r/ppp2ppp/4p3/3n4/3P4/2b2N2/PP1BPPPP/R2QKB1R w KQkq - 0 7,"[None, 'b2c3', 'e8g8']"
rnbqk2r/ppp2ppp/4p3/8/3P4/2n2N2/PP2PPPP/R2QKB1R w KQkq - 0 8,"[None, 'b2c3', 'c7c5']"
r4rk1/p1pn1ppp/1p2p3/6q1/3Pb3/2P1P3/P2N1PPP/R2Q1RK1 w - - 0 14,"[None, 'd2e4', 'g5f5']"
r4rk1/p1p2ppp/1p2pnq1/8/3PN3/2P1PQ2/P4PPP/R4RK1 w - - 3 16,"[None, 'e4f6', 'g6f6', 'f3f6']"
r5rk/p1R2p1p/Qp2p1q1/5p2/3P4/4P3/P4PPP/5RK1 b - - 5 23,"[None, 'g6g2']"
r3kb1r/p1pq1ppp/1pn1p3/1BPp1b2/3PnP2/P3PN2/1P4PP/RNBQK2R w KQkq - 2 9,"[None, 'd1a4', 'c6b8', 'b5d7', 'b8d7']"
